tag,mode,nocomm,group,env,vessel,outcome,steps,fuel,head,minsep,colregs_ok,colregs_n
s42,rx,4,comm,7,5,4,971,948.5690,2093.877,16.860,75,255
s42,rx,14,nocomm,26,0,1,975,956.6445,2770.010,16.392,95,242
s42,rx,2,comm,1,4,4,982,911.3514,2285.211,26.690,152,428
s42,rx,6,nocomm,11,3,1,985,934.8209,2568.907,14.391,119,175
s42,rx,2,nocomm,0,8,1,987,980.6649,1895.384,27.867,58,95
s42,rx,4,nocomm,4,8,4,988,887.1864,2332.270,14.680,138,317
s42,rx,4,nocomm,6,4,1,988,911.6747,2162.426,14.428,137,425
s42,rx,8,nocomm,15,10,1,988,924.9542,2004.791,17.132,107,314
s42,rx,10,nocomm,17,14,1,988,965.9797,1881.237,13.777,80,149
s42,rx,2,comm,2,2,1,989,966.7591,1838.675,19.056,60,163
s42,rx,6,comm,9,2,1,989,987.2694,2061.994,17.295,58,128
s42,rx,2,comm,0,5,4,993,1006.3789,2154.008,16.444,36,110
s42,rx,8,nocomm,12,2,4,1004,920.4719,1809.544,16.886,105,165
s42,rx,4,comm,7,3,1,1006,958.7815,2245.449,14.290,104,223
s42,rx,10,nocomm,18,2,1,727,649.7017,1471.772,28.190,43,98
s42,rx,14,nocomm,26,10,4,1029,968.7708,2389.591,18.701,107,224
s42,rx,10,nocomm,19,5,1,1033,1016.3377,2436.775,17.814,111,206
s42,rx,4,comm,6,15,4,1035,1064.1443,2578.846,17.470,12,40
s42,rx,6,nocomm,9,0,4,1035,1038.3749,2560.913,15.950,31,82
s42,rx,8,nocomm,13,2,1,1038,1024.0714,2166.325,18.633,54,210
s42,rx,6,comm,8,2,1,1040,890.4583,2365.559,18.413,188,459
s42,rx,10,comm,17,7,1,1024,956.7962,2174.479,20.407,84,298
s42,rx,12,nocomm,22,0,1,1044,1054.7179,2132.593,17.896,76,132
s42,rx,12,nocomm,21,12,4,1052,1000.7802,2938.736,12.574,181,281
s42,rx,6,comm,11,12,1,1062,1041.9264,2941.134,15.500,168,348
s42,rx,10,comm,17,15,1,1063,985.4963,2754.282,13.376,174,398
s42,rx,6,comm,8,14,4,1074,1016.1269,2581.424,12.039,127,341
s42,rx,8,nocomm,14,8,1,1053,1024.3607,2099.679,17.485,66,185
s42,rx,6,nocomm,8,13,4,1081,882.9698,2415.860,17.335,222,400
s42,rx,10,comm,19,9,4,1092,990.3728,2133.664,19.661,112,238
s43,rx,4,nocomm,4,12,4,2,1.6758,13.307,34.394,0,0
s43,rx,14,nocomm,26,13,4,4,2.6077,13.943,34.905,3,4
s43,rx,12,nocomm,23,15,4,9,5.1042,51.626,26.408,3,4
s43,rx,10,comm,17,7,4,16,16.6693,44.454,63.537,0,0
s43,rx,6,comm,9,10,4,24,18.2659,57.861,35.193,12,24
s43,rx,8,nocomm,14,8,4,24,24.7653,78.440,22.127,0,7
s43,rx,12,nocomm,22,5,4,29,15.8533,67.489,44.904,1,8
s43,rx,14,nocomm,27,2,4,31,25.1285,95.290,37.219,12,17
s43,rx,2,comm,1,2,4,32,14.9261,87.799,32.415,10,31
s43,rx,12,nocomm,21,11,4,36,22.3678,94.215,29.688,13,28
s43,rx,4,comm,5,1,3,41,41.9060,73.786,39.419,0,0
s43,rx,6,nocomm,10,8,4,44,34.8059,99.504,39.081,16,30
s43,rx,6,comm,11,10,4,45,44.2191,129.704,46.633,6,13
s43,rx,8,nocomm,13,4,4,60,58.7313,128.624,55.750,4,8
s43,rx,12,comm,23,2,4,65,61.9011,221.730,40.265,13,29
s43,rx,12,comm,20,6,4,69,65.6051,171.651,39.725,12,19
s43,rx,10,comm,18,4,3,87,56.0106,119.263,16.543,29,57
s43,rx,2,nocomm,1,8,4,93,94.3344,211.518,34.902,2,6
s43,rx,6,comm,11,6,4,93,92.5789,258.213,48.796,3,15
s43,rx,4,nocomm,7,0,4,96,88.4555,263.458,36.628,25,44
s43,rx,4,comm,4,7,4,101,87.8435,253.439,31.360,22,40
s43,rx,14,nocomm,26,11,4,104,73.5081,260.350,21.759,30,76
s43,rx,10,nocomm,18,8,2,108,73.8189,355.897,9.206,39,103
s43,rx,10,nocomm,18,14,2,108,66.1267,268.899,9.206,34,77
s43,rx,14,nocomm,25,2,4,114,70.9915,334.215,21.141,31,66
s43,rx,12,nocomm,21,0,4,127,100.8346,368.561,19.335,37,68
s43,rx,6,nocomm,11,8,4,132,92.1304,464.504,18.897,38,97
s43,rx,8,comm,12,9,4,136,120.4886,344.065,36.461,42,74
s43,rx,10,nocomm,19,2,4,146,123.5289,348.867,20.567,26,67
s43,rx,14,nocomm,26,2,2,147,105.9602,312.147,8.171,39,97
s43,rx,14,nocomm,26,5,2,147,111.3813,405.479,8.171,67,100
s43,rx,2,comm,0,12,4,149,136.5596,465.625,18.977,53,86
s43,rx,12,nocomm,23,13,4,165,132.3540,284.523,34.831,28,54
s43,rx,14,nocomm,25,13,4,166,132.9263,457.634,27.056,23,79
s43,rx,2,comm,0,10,4,189,164.5086,368.859,32.648,53,91
s43,rx,10,comm,16,4,4,193,155.9209,519.122,24.545,67,106
s43,rx,8,comm,15,3,2,200,168.6922,556.074,10.169,85,150
s43,rx,8,nocomm,15,12,2,200,132.5197,478.096,9.347,67,132
s43,rx,14,nocomm,27,15,4,202,190.6724,545.661,23.190,33,68
s43,rx,12,comm,20,10,2,215,133.6932,586.009,6.780,83,131
s43,rx,12,nocomm,20,11,2,215,173.4329,444.115,6.780,45,111
s43,rx,10,nocomm,19,8,4,217,152.1978,457.467,11.840,57,138
s43,rx,8,comm,13,9,4,228,211.8913,421.476,31.181,15,46
s43,rx,4,nocomm,7,8,2,232,188.3406,596.858,13.144,60,136
s43,rx,4,comm,7,14,2,232,194.1577,472.659,13.144,33,103
s43,rx,14,comm,24,4,2,233,177.8861,868.325,8.263,74,160
s43,rx,14,nocomm,24,6,2,233,172.7686,451.924,8.263,71,136
s43,rx,2,comm,2,9,4,239,226.7683,682.455,20.696,11,60
s43,rx,8,comm,14,13,4,241,195.0813,773.116,20.376,80,144
s43,rx,6,nocomm,10,3,4,245,234.7053,677.127,17.803,30,74
s43,rx,12,nocomm,23,3,4,245,193.7200,594.813,12.291,66,142
s43,rx,4,comm,7,6,4,259,252.8209,782.141,20.570,26,71
s43,rx,6,nocomm,9,13,4,262,183.6385,566.811,16.479,54,182
s43,rx,12,comm,20,14,4,275,188.7466,651.320,20.585,102,205
s43,rx,8,comm,13,7,4,278,235.8522,917.910,12.351,82,150
s43,rx,4,comm,5,7,4,280,271.8825,826.302,16.487,26,60
s43,rx,2,comm,2,11,3,284,270.0786,770.952,13.836,53,87
s43,rx,8,comm,13,1,4,293,277.0541,714.658,42.006,33,46
s43,rx,10,nocomm,18,2,4,294,266.9264,1030.719,19.159,61,138
s43,rx,12,comm,23,14,4,305,296.3327,841.519,17.840,36,112
s43,rx,6,comm,8,1,2,318,271.0507,613.682,8.317,50,136
s43,rx,6,comm,8,14,2,318,226.9345,757.838,8.317,120,235
s43,rx,8,comm,14,15,4,327,284.5573,824.132,20.951,90,181
s43,rx,2,comm,2,7,2,328,288.8843,1045.637,15.160,86,144
s43,rx,2,comm,2,10,2,328,223.6584,672.281,11.544,111,247
s43,rx,14,nocomm,24,1,4,335,280.2095,832.011,13.070,65,163
s43,rx,12,nocomm,20,0,2,337,254.7991,689.431,14.083,113,216
s43,rx,12,comm,20,6,2,268,194.1407,535.858,14.083,68,138
s43,rx,12,nocomm,23,8,4,343,260.2256,677.304,22.091,52,136
s43,rx,14,nocomm,24,7,4,348,310.3278,1048.628,9.389,102,197
s43,rx,10,comm,19,12,4,349,342.9016,876.515,36.933,20,40
s43,rx,6,comm,10,12,4,352,296.2591,824.527,16.876,77,177
s43,rx,8,nocomm,13,10,4,358,296.1943,932.756,9.236,80,154
s43,rx,14,nocomm,27,1,4,361,341.9128,810.006,27.757,34,72
s43,rx,8,nocomm,15,4,4,364,351.2775,809.463,11.614,22,59
s43,rx,6,comm,8,12,4,370,304.4962,809.775,13.621,66,181
s43,rx,14,nocomm,24,2,4,375,369.4427,1089.648,16.980,8,59
s43,rx,10,comm,19,15,4,381,354.5809,957.799,20.134,51,80
s43,rx,14,nocomm,27,3,3,384,358.5397,1147.533,13.056,44,129
s43,rx,12,nocomm,23,9,1,391,371.5860,1005.998,29.690,47,90
s43,rx,2,comm,0,11,4,395,351.3598,1048.711,26.973,89,177
s43,rx,10,nocomm,17,11,4,400,345.3284,1250.614,17.713,136,266
s43,rx,8,nocomm,15,8,1,407,408.2882,994.795,14.884,7,21
s43,rx,14,nocomm,27,14,4,407,332.7625,1084.270,15.752,115,264
s43,rx,4,comm,5,6,4,417,367.6488,1090.388,9.587,71,161
s43,rx,2,comm,2,3,4,427,383.1766,1088.428,11.544,55,116
s43,rx,6,nocomm,9,3,4,428,356.7415,1368.669,14.431,103,226
s43,rx,8,nocomm,13,14,4,430,433.3343,1147.669,13.549,21,63
s43,rx,2,comm,1,7,4,437,359.0367,825.231,21.053,96,214
s43,rx,2,comm,1,12,4,438,369.7398,1317.767,8.967,74,155
s43,rx,12,nocomm,22,4,4,439,386.1549,1410.157,19.637,102,206
s43,rx,6,comm,10,10,4,452,406.1496,1244.519,9.876,53,107
s43,rx,2,comm,1,5,4,456,459.7635,951.420,28.005,13,17
s43,rx,6,comm,9,14,4,464,422.6738,1208.249,17.490,67,158
s43,rx,14,nocomm,27,8,4,464,351.3449,1419.259,13.056,112,215
s43,rx,6,comm,11,9,1,465,459.4207,1308.458,10.481,31,56
s43,rx,2,comm,3,2,4,473,397.1862,1058.854,15.352,103,219
s43,rx,10,nocomm,16,13,4,473,350.5439,1231.159,20.547,95,206
s43,rx,10,nocomm,16,10,1,476,462.6603,1022.927,18.295,45,71
s43,rx,8,nocomm,14,12,1,491,458.7882,1273.505,21.270,60,126
s43,rx,10,nocomm,16,6,4,491,438.3553,1232.867,17.669,59,158
s43,rx,4,nocomm,5,4,4,498,485.6396,1249.377,20.070,45,92
s43,rx,8,comm,15,1,4,502,426.4115,1167.249,16.273,89,181
s43,rx,4,nocomm,4,4,1,506,453.9430,1539.878,13.311,98,174
s43,rx,14,nocomm,26,8,4,513,444.5591,1557.985,17.918,78,266
s43,rx,8,comm,12,11,1,527,516.8894,1680.234,20.599,61,101
s43,rx,6,comm,10,7,4,528,494.9402,1269.338,12.623,36,61
s43,rx,10,nocomm,17,2,3,528,494.1696,1424.991,18.712,42,111
s43,rx,10,nocomm,17,2,2,1,0.3074,0.000,6.536,0,0
s43,rx,10,comm,17,9,4,529,466.1014,1337.689,14.960,108,206
s43,rx,10,nocomm,17,10,2,529,425.2294,1105.053,6.536,91,247
s43,rx,10,nocomm,18,10,4,539,515.9602,1470.187,17.347,46,150
s43,rx,10,nocomm,16,0,1,540,548.7651,1798.326,18.331,5,35
s43,rx,14,nocomm,27,7,4,552,511.5839,1478.158,20.632,116,253
s43,rx,10,nocomm,17,0,1,557,517.3856,1310.494,14.724,56,137
s43,rx,10,comm,19,1,1,567,551.0020,1411.741,23.017,53,117
s43,rx,8,comm,12,15,4,569,546.5526,1464.978,16.605,42,168
s43,rx,6,comm,9,12,4,572,513.1095,1709.022,16.479,137,288
s43,rx,10,nocomm,18,0,2,578,457.0627,1616.326,12.979,189,386
s43,rx,10,nocomm,18,8,2,470,368.0928,1220.009,12.579,97,194
s43,rx,4,comm,7,1,1,591,478.6873,1718.910,7.998,111,265
s43,rx,8,comm,14,1,1,600,552.4727,1534.062,17.436,77,150
s43,rx,12,nocomm,23,0,1,601,522.9909,1753.153,17.832,143,265
s43,rx,12,nocomm,22,12,4,602,542.5557,1510.689,20.055,86,210
s43,rx,12,nocomm,20,4,1,608,549.3961,1662.109,14.779,95,210
s43,rx,6,comm,10,15,1,612,558.6016,1548.128,23.575,60,173
s43,rx,12,nocomm,20,1,2,619,550.0398,1358.215,12.105,98,241
s43,rx,12,nocomm,20,9,2,619,560.8806,1852.135,12.105,164,319
s43,rx,4,comm,6,3,1,620,573.7653,1885.319,16.081,96,185
s43,rx,2,comm,2,1,4,622,586.0830,1511.320,13.164,57,148
s43,rx,6,nocomm,11,5,4,623,608.7708,1574.309,30.824,42,85
s43,rx,14,nocomm,27,9,1,627,610.8339,1729.035,20.632,57,124
s43,rx,8,nocomm,12,0,1,629,552.9121,1676.713,13.532,84,221
s43,rx,8,comm,12,13,1,636,523.4080,1604.650,17.617,133,267
s43,rx,12,nocomm,21,1,4,647,493.5757,1702.832,14.386,153,358
s43,rx,12,nocomm,21,15,4,649,601.6312,1893.135,17.674,61,176
s43,rx,14,nocomm,24,5,4,649,444.9011,1724.052,14.375,121,302
s43,rx,8,comm,13,15,1,654,599.6906,1632.017,10.662,44,126
s43,rx,14,nocomm,25,0,4,657,572.8076,1615.170,8.957,77,219
s43,rx,14,nocomm,26,14,4,658,575.0519,1602.879,17.918,91,246
s43,rx,12,nocomm,20,1,2,40,14.9820,51.512,11.086,18,28
s43,rx,12,nocomm,20,12,2,659,598.9112,1740.645,11.086,85,174
s43,rx,2,comm,2,13,4,666,642.6611,1849.995,20.324,75,209
s43,rx,6,comm,9,4,4,668,630.7154,1758.447,14.431,42,148
s43,rx,6,comm,10,2,4,686,660.1745,1612.695,12.274,72,140
s43,rx,8,nocomm,14,6,4,691,643.8467,2021.992,18.289,120,318
s43,rx,6,nocomm,10,5,4,694,602.6888,2184.176,14.797,137,370
s43,rx,12,comm,21,6,4,697,618.8472,1929.251,15.438,129,331
s43,rx,14,comm,25,12,1,701,669.4319,1779.192,13.222,80,154
s43,rx,14,nocomm,24,14,4,712,586.1249,2006.010,13.167,129,341
s43,rx,12,nocomm,23,4,4,713,607.3997,1750.668,24.474,133,309
s43,rx,14,nocomm,26,0,1,715,677.6458,1837.845,15.503,64,163
s43,rx,2,comm,1,10,4,718,670.2484,1894.766,23.177,81,181
s43,rx,6,nocomm,11,11,4,723,697.5591,1800.315,5.969,97,200
s43,rx,6,comm,9,1,4,736,690.9192,1568.362,24.382,87,167
s43,rx,2,nocomm,2,8,4,738,635.4980,1827.635,12.517,113,308
s43,rx,4,comm,6,6,4,739,565.4454,1863.660,15.165,183,431
s43,rx,2,comm,0,15,4,742,718.3184,1708.386,14.786,68,146
s43,rx,2,comm,3,3,1,747,665.2541,1796.104,7.510,123,226
s43,rx,8,comm,15,5,4,747,704.6257,1907.602,16.037,98,225
s43,rx,8,comm,14,5,4,749,704.6107,1715.747,20.376,66,206
s43,rx,10,comm,16,9,4,749,712.8872,1688.470,18.053,81,172
s43,rx,14,comm,27,12,4,751,672.5659,1716.112,22.138,107,231
s43,rx,14,nocomm,27,6,4,755,647.4092,1794.584,24.575,136,356
s43,rx,6,nocomm,8,11,4,762,718.3205,1968.116,14.253,66,147
s43,rx,14,nocomm,24,10,1,768,697.0866,1839.828,13.167,86,160
s43,rx,14,nocomm,25,5,4,770,681.9639,2199.218,13.166,112,253
s43,rx,4,comm,5,3,4,772,794.0589,1980.990,15.968,11,95
s43,rx,2,comm,2,6,4,787,693.5814,1796.831,16.682,104,211
s43,rx,4,comm,4,6,4,787,681.7810,1725.914,20.779,117,308
s43,rx,10,comm,18,1,4,790,770.8586,1555.009,20.111,32,84
s43,rx,10,nocomm,16,5,1,791,665.8292,1322.572,18.202,82,199
s43,rx,6,comm,11,2,1,796,767.8073,1738.274,20.942,51,131
s43,rx,6,comm,10,4,4,801,745.4731,2156.400,19.421,110,247
s43,rx,2,comm,0,14,4,810,731.1414,1956.124,19.739,172,344
s43,rx,10,comm,16,15,4,812,719.7188,1801.472,27.046,95,237
s43,rx,14,nocomm,25,6,1,819,679.2184,2422.856,7.809,156,369
s43,rx,14,nocomm,24,11,1,821,771.3528,2149.273,16.849,71,202
s43,rx,2,comm,3,6,4,824,696.2349,1844.910,18.434,213,417
s43,rx,6,nocomm,9,8,1,824,800.7706,2725.459,17.673,62,140
s43,rx,12,nocomm,22,1,1,829,791.3442,2223.552,23.163,119,258
s43,rx,12,nocomm,20,7,1,831,801.0525,2430.249,9.542,84,194
s43,rx,4,comm,5,15,1,835,740.9503,2224.856,14.019,127,241
s43,rx,10,comm,16,12,4,835,762.8837,2042.948,13.791,91,254
s43,rx,8,nocomm,13,8,1,843,766.4108,2086.068,24.791,99,192
s43,rx,10,comm,18,15,4,853,810.1642,1802.455,12.579,69,175
s43,rx,12,nocomm,22,3,4,854,824.6259,2104.221,27.260,64,167
s43,rx,12,comm,23,10,4,854,755.6299,2030.856,12.291,139,279
s43,rx,10,nocomm,17,3,4,860,797.9384,2013.640,15.574,101,223
s43,rx,6,nocomm,10,0,4,867,865.6952,2261.898,25.739,35,72
s43,rx,8,nocomm,15,0,1,868,733.5464,2393.112,17.789,183,437
s43,rx,14,comm,27,4,1,886,822.7275,2351.708,13.856,90,202
s43,rx,6,comm,8,15,1,888,828.1307,2668.331,16.816,142,310
s43,rx,4,nocomm,4,0,1,889,833.8203,2047.552,6.808,113,256
s43,rx,2,comm,3,12,1,913,836.1921,2639.705,17.168,134,342
s43,rx,12,nocomm,22,13,4,916,897.7404,2067.132,16.947,52,98
s43,rx,14,nocomm,25,14,4,927,891.5515,2271.620,16.912,59,206
s43,rx,12,nocomm,20,15,4,933,899.5053,2464.819,18.937,45,140
s43,rx,8,nocomm,15,14,1,934,825.6927,2379.728,11.614,122,311
s43,rx,6,nocomm,8,3,4,938,839.4785,1892.081,27.908,76,188
s43,rx,4,comm,7,13,4,950,921.4065,2223.377,9.018,69,152
s43,rx,6,comm,8,10,1,951,897.9247,2353.831,10.424,93,230
s43,rx,8,comm,14,7,4,952,800.0461,1888.760,13.363,107,321
s43,rx,10,nocomm,19,10,4,958,889.8048,2427.364,11.840,138,254
s43,rx,4,comm,5,14,1,968,906.9614,2225.651,14.734,142,275
s43,rx,4,nocomm,5,12,2,969,831.9456,2464.708,6.116,165,358
s43,rx,4,comm,5,14,2,1,0.0941,0.000,6.116,0,0
s43,rx,2,nocomm,0,0,1,970,862.2165,2638.118,15.259,212,417
s43,rx,4,comm,7,5,4,971,915.0981,2014.479,7.998,84,230
s43,rx,6,nocomm,10,11,4,981,782.7243,2546.833,12.623,251,652
s43,rx,2,comm,1,4,4,982,920.4305,2074.970,21.053,123,234
s43,rx,6,comm,9,2,1,986,925.9229,2577.858,11.285,123,269
s43,rx,4,nocomm,4,8,4,988,917.9216,2440.147,21.022,48,131
s43,rx,12,comm,22,6,4,991,964.2215,2798.833,22.084,69,167
s43,rx,4,comm,6,10,1,992,905.4011,2147.711,17.932,126,310
s43,rx,2,comm,0,5,4,993,887.3706,2484.086,14.786,151,358
s43,rx,2,comm,0,6,1,1000,833.9446,2349.911,10.913,223,531
s43,rx,8,nocomm,12,2,4,1004,895.3814,2331.826,14.496,88,239
s43,rx,14,nocomm,26,13,1,1001,970.1154,2671.082,20.622,82,202
s43,rx,6,comm,9,6,1,1006,923.9747,2556.555,17.286,115,306
s43,rx,14,nocomm,26,7,1,1010,1001.3143,1944.586,25.563,47,93
s43,rx,4,comm,4,9,4,1020,932.2716,2376.944,13.311,106,272
s43,rx,6,comm,10,12,1,671,639.6463,1530.581,15.639,40,76
s43,rx,10,nocomm,18,5,3,1026,879.8606,2684.411,12.979,171,400
s43,rx,4,comm,6,13,1,1027,930.0186,2301.544,19.230,87,220
s43,rx,14,nocomm,26,10,4,1029,922.1119,2954.219,17.542,109,365
s43,rx,6,comm,11,14,1,1033,969.4537,2903.161,21.203,105,224
s43,rx,8,nocomm,14,14,1,1034,915.4472,2444.651,19.526,167,394
s43,rx,4,comm,6,15,4,1035,975.5093,2882.599,19.978,112,281
s43,rx,6,nocomm,9,0,4,1035,962.8441,3055.997,15.000,96,232
s43,rx,2,comm,1,1,1,1036,979.8378,2620.860,12.708,133,307
s43,rx,12,nocomm,21,12,4,1052,987.1224,2380.434,16.801,107,219
s43,rx,12,nocomm,23,11,1,1056,975.0940,2631.437,13.757,143,358
s43,rx,8,comm,14,13,1,821,753.8853,2306.224,18.289,79,175
s43,rx,6,comm,10,2,2,385,295.3652,760.141,8.921,73,144
s43,rx,6,nocomm,10,3,2,826,752.4109,2090.931,8.921,113,233
s43,rx,10,comm,18,4,1,984,860.9324,2423.683,18.830,118,267
s43,rx,6,nocomm,8,13,4,1081,982.1876,2266.189,10.590,93,238
s43,rx,8,comm,12,5,1,1089,1047.4915,2567.744,23.189,109,235
s43,rx,8,nocomm,13,12,1,1091,1081.0331,3250.960,33.359,42,84
s43,rx,10,comm,19,9,4,1092,1049.7750,2679.865,21.791,89,214
s43,rx,12,comm,22,2,1,1099,1010.2654,2511.198,27.984,125,286
s46,rx,4,nocomm,4,12,4,2,1.7580,84.679,39.549,1,2
s46,rx,14,nocomm,26,13,4,4,3.8385,39.703,29.594,0,1
s46,rx,12,nocomm,23,15,4,9,9.3867,84.273,69.418,0,0
s46,rx,10,comm,17,7,4,16,15.0062,30.638,65.527,0,0
s46,rx,6,comm,9,10,4,24,24.4917,108.058,85.041,0,0
s46,rx,8,nocomm,14,8,4,24,24.6614,89.709,58.068,0,0
s46,rx,12,nocomm,22,5,4,29,28.6746,50.091,58.413,0,0
s46,rx,14,nocomm,27,2,4,31,31.2552,55.234,38.731,0,0
s46,rx,2,comm,1,2,4,32,22.8197,147.760,20.935,11,24
s46,rx,12,nocomm,21,11,4,36,36.1964,116.121,23.106,0,0
s46,rx,6,nocomm,10,8,4,44,35.1133,235.811,26.595,14,29
s46,rx,6,comm,11,10,4,45,46.4516,66.546,79.484,0,0
s46,rx,8,nocomm,13,4,4,60,56.9420,91.013,40.922,15,16
s46,rx,12,comm,23,2,4,65,52.0664,214.578,34.728,19,44
s46,rx,12,comm,20,6,4,69,66.8221,202.188,25.149,1,18
s46,rx,2,nocomm,1,8,4,93,95.2857,268.127,30.607,0,0
s46,rx,6,comm,11,6,4,93,95.3686,253.769,61.920,0,0
s46,rx,4,nocomm,7,0,4,96,86.6366,287.877,14.377,17,43
s46,rx,4,comm,4,7,4,101,79.2042,273.072,28.598,29,58
s46,rx,10,nocomm,19,10,3,102,91.7632,264.508,16.359,25,34
s46,rx,14,nocomm,26,11,4,104,86.7073,247.547,33.711,6,22
s46,rx,14,nocomm,25,2,4,114,102.0592,263.968,46.636,9,13
s46,rx,12,nocomm,21,0,4,127,110.1795,435.826,24.945,45,74
s46,rx,6,nocomm,11,8,4,132,109.0324,303.557,16.257,65,126
s46,rx,8,comm,12,9,4,136,135.2777,274.350,44.881,10,20
s46,rx,10,nocomm,19,2,4,146,130.6406,324.712,22.717,27,44
s46,rx,2,comm,0,12,4,149,145.7081,288.711,27.966,12,33
s46,rx,4,comm,7,3,2,156,139.4298,438.392,14.383,37,77
s46,rx,4,comm,7,6,2,156,134.8425,423.742,14.383,40,68
s46,rx,12,nocomm,23,13,4,165,159.9447,347.242,30.584,12,40
s46,rx,14,nocomm,25,13,4,166,167.7104,356.230,17.318,9,20
s46,rx,4,comm,5,1,4,185,175.9455,426.602,33.019,14,37
s46,rx,2,comm,0,10,4,189,171.1457,491.555,25.820,56,83
s46,rx,10,comm,16,4,4,193,170.0917,778.190,16.190,32,60
s46,rx,14,nocomm,27,15,4,202,195.3431,425.356,22.824,20,59
s46,rx,10,nocomm,19,8,4,217,173.4127,776.397,9.863,75,141
s46,rx,8,comm,13,9,4,228,216.4231,637.076,30.109,32,53
s46,rx,8,comm,15,1,2,230,157.8318,679.528,7.705,87,169
s46,rx,8,nocomm,15,6,2,230,196.9961,645.784,7.705,79,155
s46,rx,2,comm,2,9,4,239,240.7956,454.763,40.387,0,0
s46,rx,8,comm,14,13,4,241,183.0391,491.610,25.824,58,94
s46,rx,6,nocomm,10,3,4,245,205.7283,791.087,15.530,71,114
s46,rx,12,nocomm,23,3,4,245,239.8649,487.721,14.687,19,57
s46,rx,6,nocomm,9,13,4,262,215.4175,646.590,19.129,64,131
s46,rx,12,comm,20,14,4,275,231.8757,784.471,18.960,47,94
s46,rx,8,comm,13,7,4,278,257.4655,746.500,11.922,37,71
s46,rx,4,comm,5,7,4,280,251.9906,663.887,13.278,70,143
s46,rx,6,comm,9,15,3,292,236.7930,931.677,19.041,74,129
s46,rx,8,comm,12,1,2,293,261.5110,755.955,9.430,49,120
s46,rx,8,comm,12,5,2,293,280.6636,787.361,9.430,40,71
s46,rx,8,comm,13,1,4,293,258.7151,601.909,31.592,23,40
s46,rx,10,nocomm,18,2,4,294,242.9196,969.775,10.990,97,166
s46,rx,12,comm,23,14,4,305,284.5573,978.658,22.371,54,132
s46,rx,8,comm,14,15,4,327,291.4493,1029.534,17.698,58,116
s46,rx,2,nocomm,2,8,2,329,318.5319,991.721,9.461,39,69
s46,rx,2,comm,2,10,2,329,294.1082,1014.132,9.461,62,148
s46,rx,6,comm,8,1,4,331,324.1928,805.460,18.938,38,48
s46,rx,14,nocomm,24,1,4,335,294.9926,901.504,15.553,67,138
s46,rx,12,nocomm,23,8,4,343,324.3021,688.730,32.712,18,36
s46,rx,14,nocomm,24,7,4,348,328.1319,768.979,13.596,35,89
s46,rx,10,comm,19,12,4,349,342.4193,840.296,16.546,31,67
s46,rx,6,comm,10,12,4,352,306.1349,645.716,26.324,70,137
s46,rx,8,nocomm,13,10,4,358,288.3544,1240.097,13.730,104,187
s46,rx,14,nocomm,27,1,4,361,334.8050,750.702,13.088,48,116
s46,rx,8,nocomm,15,4,4,364,361.7213,667.239,42.394,18,31
s46,rx,6,comm,8,12,4,370,319.5102,1020.349,10.974,95,184
s46,rx,14,nocomm,24,2,4,375,331.5483,1016.347,14.264,66,137
s46,rx,10,comm,19,15,4,381,348.9105,983.647,22.364,32,76
s46,rx,8,nocomm,15,14,1,391,372.3974,1001.274,20.993,37,111
s46,rx,2,comm,0,11,4,395,312.0764,1077.241,12.829,102,241
s46,rx,4,comm,5,15,1,396,340.8654,1123.060,18.181,71,162
s46,rx,10,nocomm,17,11,4,400,384.2573,1093.311,16.204,41,139
s46,rx,10,nocomm,16,0,1,401,389.2317,935.951,21.158,22,48
s46,rx,14,nocomm,26,5,4,402,382.6927,748.250,14.632,39,75
s46,rx,2,comm,1,5,1,404,395.5929,846.485,18.707,19,48
s46,rx,14,nocomm,27,14,4,407,375.3640,979.321,21.884,91,198
s46,rx,14,nocomm,24,6,4,409,378.9791,1053.983,13.596,72,128
s46,rx,6,nocomm,9,8,1,412,396.7249,987.112,17.672,40,73
s46,rx,4,comm,5,6,4,417,386.4798,1224.903,24.976,63,157
s46,rx,10,nocomm,16,13,1,417,360.5951,929.216,16.113,43,96
s46,rx,12,nocomm,23,0,1,417,394.9586,897.373,16.514,45,88
s46,rx,2,comm,2,3,4,427,385.4913,1165.781,18.553,55,134
s46,rx,6,nocomm,9,3,4,428,409.6784,927.615,16.672,43,108
s46,rx,8,nocomm,13,14,4,430,391.9818,1259.836,10.944,79,256
s46,rx,4,comm,7,1,1,433,368.5446,1078.443,13.704,66,148
s46,rx,2,comm,1,7,4,437,414.9102,1116.030,24.305,65,139
s46,rx,2,comm,1,12,4,438,371.0331,1220.343,19.184,110,189
s46,rx,12,nocomm,22,4,4,439,442.3126,930.273,21.122,14,29
s46,rx,8,comm,12,11,1,440,426.2503,898.962,20.943,20,62
s46,rx,6,comm,10,10,4,452,410.6293,1000.816,19.328,71,139
s46,rx,6,comm,10,15,1,463,462.1111,918.829,19.618,24,47
s46,rx,6,comm,9,14,4,464,398.2876,1104.969,14.784,104,174
s46,rx,14,nocomm,27,8,4,464,344.4409,1161.406,18.672,69,148
s46,rx,2,comm,1,10,1,467,455.6671,1121.272,18.980,32,51
s46,rx,14,comm,26,4,1,469,411.8894,1152.826,23.642,86,207
s46,rx,2,comm,3,2,4,473,439.6022,1136.987,17.894,25,80
s46,rx,10,comm,19,7,1,477,414.2123,1420.430,13.817,62,115
